datasetId,openFemaDataSet,name,title,description,type,sortOrder,datasetVersion,hash,lastRefresh
openfema-27,HazardMitigationAssistanceProjects,hash,Hash,MD5 hash of fields and values of the record,string,25,1,9e5dd448a6cd74a38587e0d895b882e5,2019-11-22T00:11:53.907Z
openfema-27,HazardMitigationAssistanceProjects,projectType,Project Type,"Project, or activity, type(s) for the project. When a project involves more than one type/activity, a semicolon-delimited list of types/activities is displayed",string,9,1,b0ddc5454df165ab6a1ab80698bfddf8,2019-11-22T00:11:53.906Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,programFy,Program FY,"The fiscal year the disaster declaration date for disaster programs; the fiscal year from the Project Identifier for non-disaster programs (e.g., 2005 from PDMC-PJ-04-AL-2005-001)",number,14,1,81636c1eb1322533650db0baeeeac035,2019-11-22T00:11:53.959Z
openfema-27,HazardMitigationAssistanceProjects,numberOfFinalProperties,Number Of Final Properties,Actual number of properties mitigated by the project,number,13,1,1093658fc5bba835b8d647f309e0a489,2019-11-22T00:11:53.907Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,typeOfResidency,Type Of Residency,"Primary function of residence such as Primary, Rental, Secondary",string,12,1,12b37bab5005b9cbe8961e8faf6ac803,2019-11-22T00:11:53.960Z
openfema-27,HazardMitigationAssistanceProjects,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,26,1,ebd72a74ee4b082f0b7304bb01f10f0a,2019-11-22T00:11:53.907Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,dateApproved,Date Approved,"Date the project was approved by FEMA. For HMGP projects, this date is based on the Regional Director's signature date for the latest amendment that was approved",date,16,1,b503c9092b93d8e0b631f648ea608c9f,2019-11-22T00:11:53.964Z
openfema-27,HazardMitigationAssistanceProjects,id,ID,Unique ID assigned to the record,string,27,1,89bfd2362bdec79ec82a61ee82b99412,2019-11-22T00:11:53.907Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,type,Type,"Project, or activity, type(s) for the project. When a project involves more than one type/activity, a semicolon-delimited list of types/activities is displayed",string,22,1,10fe8d810657b053079af2e89284ba0e,2019-11-22T00:11:53.965Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,county,County,"Full name of the primary county (e.g., Broward) associated with the project. Note, the County field may not reflect the individual county the property is located as projects can be associated with more than one county",string,6,1,3d39992873e43abefe0f855d757fdd0a,2019-11-22T00:11:53.958Z
openfema-2,PublicAssistanceFundedProjectsDetails,disasterNumber,Disaster Number,Sequentially assigned number used to designate an event or incident declared as a disaster. For more information on the disaster process visit https://www.fema.gov,number,1,1,e4680f46903c6a8a4347e1e9b13de063,2019-11-22T00:11:53.965Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,structureType,Structure Type,"Type of structure such as 2-4 Family, Manufactured Home, Multi-Family Dwelling - 5 or More Units, Non-residential - Private, Non-residential - Public, Single Family, Vacant Land, and Other",string,11,1,401ec851fad5155f536744fba3cc6b15,2019-11-22T00:11:53.959Z
openfema-2,PublicAssistanceFundedProjectsDetails,pwNumber,Project Worksheet Number,Sequentially assigned number used to identify a unique project,number,2,1,fa1403667a3119896464e95bf15d5bf8,2019-11-22T00:11:53.966Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,region,Region,Number (1-10) used to represent the Region associated with the project,number,2,1,e9e806f01cf9775a19c92da1950e4962,2019-11-22T00:11:53.907Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,stateNumberCode,State Number Code,"Federal Information Process Standards (FIPS) code corresponding to the U.S. states, districts, and territories (e.g., 51 represents Virginia/VA) associated with the project",string,3,1,f0636438e4464aba7aadd8692111de27,2019-11-22T00:11:53.905Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,dateInitiallyApproved,Date Initially Approved,"Date the project was initially approved by FEMA. For HMGP projects, this date is based on the Regional Director's signature date for the first amendment that was approved",date,15,1,199831ef52205210d5484d27942637d7,2019-11-22T00:11:53.963Z
openfema-27,HazardMitigationAssistanceProjects,projectAmount,Project Amount,Total cost of the project as submitted in the project application,number,17,1,f37cdd9d3f208e64b5d564b0b05bda71,2019-11-22T00:11:53.905Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,programArea,Program Area,"Hazard Mitigation Assistance grant program areas such as FMA - Flood Mitigation Assistance grant program, HMGP - Hazard Mitigation Grant Program, LPDM - Legislative Pre-disaster Mitigation grant program, PDM - Pre-disaster Mitigation grant program, RFC - Repetitive Flood Claims grant program, SRL - Severe Repetitive Loss grant program",string,19,1,6e53adbc9efa601687c38eaef5b66f68,2019-11-22T00:11:53.964Z
openfema-27,HazardMitigationAssistanceProjects,tribalIndicator,Tribal Indicator,Indicates if the grantee (recipient) or subgrantee (subrecipient) is Tribal,boolean,23,1,08c744961d1a2b9fe425b45ebafc3778,2019-11-22T00:11:53.900Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,dateClosed,Date Closed,Date the project was closed by FEMA,date,17,1,24af80645bd838f2c46ba9504ea80ee2,2019-11-22T00:11:53.964Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,countyCode,County Code,"FIPS code uniquely identifying the primary county (e.g., 011 represents Broward) associated with the project. Note, the County Code field may not reflect the individual county the property is located as projects can be associated with more than one county (see the Project Counties field) and are often reported as Statewide (e.g., 000 represents Statewide)",string,5,1,a659ccfde2c476184f9e1cc28da598e5,2019-11-22T00:11:53.966Z
openfema-27,HazardMitigationAssistanceProjects,dateClosed,Date Closed,Date the project was closed by FEMA,date,22,1,7bd9e7b5ddc1f1b96ac6481febc7c32b,2019-11-22T00:11:53.906Z
openfema-27,HazardMitigationAssistanceProjects,subgrantee,Subgrantee,Name of the subgrantee involved in the project,string,15,1,6681aec102abb2c4eb992c9a6defe259,2019-11-22T00:11:53.905Z
openfema-2,PublicAssistanceFundedProjectsDetails,applicationTitle,Application Title,"Standard, non-unique (free form text) application title",string,3,1,60d9321a649c48ded8eb8e1af6cf651c,2019-11-22T00:11:53.966Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,status,Status,"Current status of the project such as Approved, Awarded Obligated, Completed, Closed",string,18,1,c2f9b8045ad2e7cc84dd0c1bf34042bf,2019-11-22T00:11:53.964Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,city,City,City where the property is located,string,7,1,4a8b2896e541504344806733df89ffcf,2019-11-22T00:11:53.966Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,tribalIndicator,Tribal Indicator,Indicates if the grantee (recipient) or subgrantee (subrecipient) is Tribal,string,21,1,7e620af404a480b36ce69361ae08fb73,2019-11-22T00:11:53.964Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,projectIdentifier,Project Identifier,"Single-value identifier that uniquely identifies a project. Disaster-based projects use the convention of DR-disaster number-project number-suffix (e.g., DR-1761-0001-M) while non-disaster projects use the unique project number (e.g., FMA-PJ-10-WA-2017-006)",string,9,1,7d92a20b7455525bb7ed2d122f65dca6,2019-11-22T00:11:53.965Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,title,Title,Title of the project,string,20,1,5d64d70de8b21958cc2ac05b1c8cdd07,2019-11-22T00:11:53.965Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,numberOfProperties,Number Of Properties,Number of properties meeting this criteria,number,23,1,27c8e2d05fd77970e78b0770ea3a0c79,2019-11-22T00:11:53.965Z
openfema-27,HazardMitigationAssistanceProjects,federalShareObligated,Federal Share Obligated,Federal share obligated for eligible activities,boolean,18,1,c2089b096df705dc0abc6ab7ccbc440e,2019-11-22T00:11:53.905Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,damageCategory,Damage Category,"Amount of damage, expressed as a percentage, to a structure relative to the market value of the structure before the damage occurred",string,24,1,40ebf253b7fad674e46d73afce2ba39f,2019-11-22T00:11:53.965Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,actualAmountPaid,Actual Amount Paid,"Amount paid to the property owner. Note, the Actual Amount Paid field may not reflect the amount actually paid by FEMA to mitigate the structure. Often the negotiated price, based on fair market value, will be offset by duplication of benefits prior to settlement. In addition, the actual amount paid may not include ancillary costs such as appraisals, closing cost or legal fees, asbestos assessment and abatement and/or demolition costs",number,13,1,3ad5f5cc0ccdfc9231b465afd7ff7358,2019-11-22T00:11:53.959Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,propertyAction,Property Action,"Indicates the mitigation measures performed at the property such as Acquisition, Elevation, Floodproofed, Relocation, Safe Room/Wind Shelter, Seismic Retrofit, Wildfire Retrofit, Wind Retrofit, and Other",string,10,1,572d6949a0c0d0c4b3a856d1bc1d14fd,2019-11-22T00:11:53.967Z
openfema-2,PublicAssistanceFundedProjectsDetails,state,State,The name of a U.S. state or territory,string,9,1,985ccb004052c7e05ecb0b5619d31ce3,2019-11-22T00:11:54.025Z
openfema-2,PublicAssistanceFundedProjectsDetails,damageCategory,Damage Category,"Damage category code, including the category description",string,16,1,1427659e9a7742fe0326e03647673ba6,2019-11-22T00:11:54.026Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,hmgpCloseoutStatus,HMGP Closeout Status,"Yes or No indication of whether or not the HMGP program is closed for the disaster. If an HMGP Reconciliation Date exists, then the status equals Yes; otherwise, the status equals No",string,2,1,c43eb08bc3ff692af063b29becdb2a02,2019-11-22T00:11:54.027Z
openfema-2,PublicAssistanceFundedProjectsDetails,federalShareObligated,Federal Share Obligated,"The Public Assistance grant funding available to the grantee (State) in dollars, for sub-grantee's approved Project Worksheets",number,13,1,e6f61269ca3d35e3a756c75d87af64dc,2019-11-22T00:11:54.026Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,obligatedTotalAmount,Obligated Total Amount,Total amount obligated for the disaster in dollars. This amount includes Recipient/Grantee and Subrecipient/Subgrantee admin costs,number,5,1,6dd633c10c8cfa10c5e7def6e31f3b49,2019-11-22T00:11:54.027Z
openfema-2,PublicAssistanceFundedProjectsDetails,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,17,1,c59cb06dc8318b8d3a99e351f40483a1,2019-11-22T00:11:54.026Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,obligatedSMCAmount,Obligated SMC Amount,"Total amount obligated for State Management Costs in dollars.  Management Costs are any indirect costs, administrative expenses, and any other expenses not directly chargeable to a specific project that are reasonably incurred by a recipient/grantee or subrecipient/subgrantee in administering and managing an HMGP grant award",number,9,1,766fe92d62427a04081c9472e169646e,2019-11-22T00:11:54.028Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster.  For more information on the disaster process, visit https://www.fema.gov/disasters",number,1,1,a24f114b08252c7af0af713578997192,2019-11-22T00:11:54.026Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,obligatedPlanningAmount,Obligated Planning Amount,Total amount obligated for planning projects in dollars. Up to 7% of a Recipient/Grantee's HMGP funding can be used for mitigation planning related activities,number,7,1,37f18bf75acbffe7990550e19befc3a9,2019-11-22T00:11:54.029Z
openfema-2,PublicAssistanceFundedProjectsDetails,id,ID,Unique ID assigned to the record,string,19,1,ed9e85c6b6e1db9d5ebdd3c2a59177fb,2019-11-22T00:11:54.026Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,obligatedRegularAmount,Obligated Regular Amount,"Total amount obligated for regular projects in dollars. For more information on eligible mitigation activities, visit: https://www.fema.gov/hazard-mitigation-grant-program",number,8,1,b8a947f6650e99ff73d726075eea0314,2019-11-22T00:11:54.029Z
openfema-2,PublicAssistanceFundedProjectsDetails,hash,Hash,MD5 Hash of the fields and values of the record,string,18,1,56288b7bd32e78e5cf51c2a1c474a2ed,2019-11-22T00:11:54.027Z
openfema-2,PublicAssistanceFundedProjectsDetails,damageCategoryCode,Damage Category Code,Code representing the type of work eligible for reimbursement through a Public Assistance grant; for a full listing of each category please go to /government/grant/pa/re_categories.shtm,string,5,1,830ac78f6f787ba7bce897405ca197c6,2019-11-22T00:11:54.030Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,obligatedGranteeAdmin,Obligated Grantee Admin,"Total amount obligated for Recipient/Grantee administrative costs in dollars. Administrative costs are provided to the Recipient/Grantee for overtime pay, per diem, and travel for employees performing grant administration tasks. Administrative costs only apply to disasters declared prior to November 13, 2007",number,10,1,055dbfccde9a34bfd655c5faac36f202,2019-11-22T00:11:54.085Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,hmgpReconciliationDate,HMGP Reconciliation Date,The date FEMA Headquarters concurred on the financial reconciliation conducted by the Region and has closed the program for the disaster,date,3,1,61b046d36f7010f75a7d6a028848e28a,2019-11-22T00:11:54.027Z
openfema-33,MissionAssignments,maId,ID,"Identifier for request, used to aggregate funding across multiple days",string,1,1,5ab30f5d3b2c0b5683ff5c24bfb33c8f,2019-11-22T00:11:54.085Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,lockedInCeilingAmount,Locked In Ceiling Amount,"The level of HMGP funding available in dollars to a Recipient/Grantee for a particular disaster declaration. This dollar amount, also known as the 'lock-in' value for HMGP, is the maximum that FEMA can obligate for eligible HMGP activities",number,4,1,f831f7cceafef20874d0911f11e93ccc,2019-11-22T00:11:54.027Z
openfema-33,MissionAssignments,stateorTribe,State or Tribe,"The name or phrase describing the U.S. state, district, territory, or Tribal government",string,3,1,9b351a9de1461e18c4dbcb2d1d6331fb,2019-11-22T00:11:54.086Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,obligatedInitiativeAmount,Obligated Initiative Amount,"Total amount obligated for 5% initiative projects in dollars. The 5% Initiative allows Recipients/Grantees under the HMGP to use up to five percent of total HMGP grant funds for projects that are difficult to evaluate using FEMA-approved cost-effectiveness methodologies, but which otherwise meet HMGP eligibility requirements",number,6,1,e63e31dc44323cf6d2eb7505c81311bf,2019-11-22T00:11:54.027Z
openfema-33,MissionAssignments,statementOfWork,SOW,Description of the requested assistance,string,9,1,359edabc1ad8817d1f5fc4ad8f4121c8,2019-11-22T00:11:54.090Z
openfema-2,PublicAssistanceFundedProjectsDetails,projectSize,Project Size,"Projects are designated as Large or Small, which can affect a number of variables in case management (processing). Project size is determined by the eligible amount as set in the damage survey",string,6,1,dc44392afe55164dac97d735f84d7cb1,2019-11-22T00:11:54.029Z
openfema-33,MissionAssignments,zip,Zip,Zip code for the place of performance if available,number,4,1,9f5b60dfcbf1f604d6f520317474a447,2019-11-22T00:11:54.090Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,13,1,498dbc931b094745e3b463f527e3c84d,2019-11-22T00:11:54.084Z
openfema-33,MissionAssignments,dateObligated,Date Obligated,Date the Mission Assignment was obligated,date,13,1,8ce96e9182b87cba6503bc9bc7d8ba42,2019-11-22T00:11:54.091Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,id,ID,Unique ID assigned to the record,string,14,1,a932d3b27b88547ef655ea8ecdeac7b8,2019-11-22T00:11:54.085Z
openfema-33,MissionAssignments,disasterDescription,Disaster Description,"Type of incident (for example, Hurricane or Earthquake)",string,10,1,0f99d1bd1d4674a59b94c31481e187dc,2019-11-22T00:11:54.091Z
openfema-33,MissionAssignments,declarationType,Declaration Type,"Two character code that defines if this is a major disaster (DR), fire management (FM) or emergency declaration (ER). For more information on the disaster process, please visit: https://www.fema.gov",string,6,1,4a507b165da5b82d2a6a458e579c8ab7,2019-11-22T00:11:54.085Z
openfema-2,PublicAssistanceFundedProjectsDetails,projectAmount,Project Amount,"The estimated total cost of the Public Assistance grant project in dollars, without administrative costs. This amount is based on the damage survey.",number,12,1,d9043564dc9984de2c73cd3407f4ee9b,2019-11-22T00:11:54.025Z
openfema-33,MissionAssignments,city,City,Place of performance if available,string,2,1,df61defd2fabeb112680f0786dde1d88,2019-11-22T00:11:54.091Z
openfema-2,PublicAssistanceFundedProjectsDetails,totalObligated,Total Obligated,"The federal share of the Public Assistance grant eligible project amount in dollars, plus grantee (State) and sub-grantee (applicant) administrative costs. The federal share is typically 75% of the total cost of the project",number,14,1,0e3d4ba38b2ab291c15348cba10c8e5a,2019-11-22T00:11:54.025Z
openfema-33,MissionAssignments,stateCostSharePct,State Cost Share Percent,Percentage of the cost for which the state or tribal government is responsible,number,14,1,282aa9be3b30c7ae184d777c0316612b,2019-11-22T00:11:54.091Z
openfema-2,PublicAssistanceFundedProjectsDetails,stateCode,State Code,Two-character unique identifier for a U.S. state or territory,string,10,1,1066d2218be8a86c8a29bcba0afb76e9,2019-11-22T00:11:54.025Z
openfema-2,PublicAssistanceFundedProjectsDetails,countyCode,County Code,"Unique identifier for a U.S. county; typically, this identifier makes up the last three digits of a five digit Federal Information Processing Standard (FIPS) Code",number,8,1,15b7395ab6d65b7c0044689668ad71cb,2019-11-22T00:11:54.024Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,zipCode,zip Code,Zip code where the property is located,string,8,1,870152a0bce0981ee35e4f7c8f27c052,2019-11-22T00:11:53.967Z
openfema-2,PublicAssistanceFundedProjectsDetails,stateNumberCode,State Number Code,Unique identifier for a U.S. state or territory; this identifier makes up the first two digits of a five digit Federal Information Processing Standard (FIPS) Code,number,11,1,102337661da26fc279db238874567d11,2019-11-22T00:11:54.025Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,ID,ID,Unique ID assigned to the record that does not persist between data set refreshes,string,25,1,cc9b49df1c3f90b6f3d2338d2e6f1e1e,2019-11-22T00:11:53.967Z
openfema-2,PublicAssistanceFundedProjectsDetails,dcc,Damage Category Code,Damage category code,string,15,1,7d59dfb2f6db8c57ccc705d43e11ad48,2019-11-22T00:11:54.026Z
openfema-2,PublicAssistanceFundedProjectsDetails,applicantId,Applicant ID,Unique Public Assistance applicant identification number,string,4,1,479e6dbb3ab7f6ad092a714f9a2ea93b,2019-11-22T00:11:54.021Z
openfema-2,PublicAssistanceFundedProjectsDetails,county,County,"The name of a U.S. county, parish, borough, independent city or other political subdivision of a U.S. state or territory",string,7,1,1b0564b22c57492cf14c954e6fa40e68,2019-11-22T00:11:54.024Z
openfema-33,MissionAssignments,authority,Authority,Authority under which Mission Assignments (MA) was issued (All Mission Assignments are issued under the Stafford Act),string,11,1,77f4d1e348f5ec672198129824bebb95,2019-11-22T00:11:54.092Z
openfema-33,MissionAssignments,hash,hash,MD5 Hash of the fields and values of the record,string,21,1,8aefda04f273ff02143c603049c2e82a,2019-11-22T00:11:54.092Z
openfema-33,MissionAssignments,requestedAmount,Requested Amount,"Total cost in dollars, as requested by state or tribal government.",number,18,1,48c80781833bab39fd8e190f0701ac9a,2019-11-22T00:11:54.093Z
openfema-33,MissionAssignments,federalCostShareAmt,Federal Cost Share Amount,Dollar amount of the cost for which FEMA is responsible,number,17,1,9974b8f576603a0ffd18eba5331aaecb,2019-11-22T00:11:54.093Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,actualAmountPaid,Actual Amount Paid,"Amount paid to the property owner. Note, the Actual Amount Paid field may not reflect the amount actually paid by FEMA to mitigate the structure. Often the negotiated price, based on fair market value, will be offset by duplication of benefits prior to settlement. In addition, the actual amount paid may not include ancillary costs such as appraisals, closing cost or legal fees, asbestos assessment and abatement and/or demolition costs",number,13,2,e3dcaae89d5a981a5c32106b6e67f0b2,2019-11-22T00:11:54.150Z
openfema-33,MissionAssignments,federalCostSharePct,Federal Cost Share Percent,Percentage of the cost for which FEMA is responsible; computed as 1.0-StateCostShare,number,15,1,a5a16119001573cb8e0af0beadeb18e8,2019-11-22T00:11:54.093Z
openfema-36,FemaRegions,city,City,City location of the FEMA Region Headquarters office,string,4,1,f43872323fed2e35a9287c3efd32ab6f,2019-11-22T00:11:54.151Z
openfema-33,MissionAssignments,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,23,1,6706072fcba2541842d7adc05c2d3fd4,2019-11-22T00:11:54.145Z
openfema-33,MissionAssignments,assistanceRequested,Assistance Requested,Additional information about the assistance request,string,8,1,b009d4bfce599d17b9e51043cba1a1ee,2019-11-22T00:11:54.093Z
openfema-36,FemaRegions,id,ID,Unique ID assigned to the record,string,12,1,99f4385cca3e9bb8c71c148d677da136,2019-11-22T00:11:54.149Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,zip,Zip,Zip code where the property is located,string,8,2,ef00e40cfadc9e4de88cfbab2ef0ac2c,2019-11-22T00:11:54.150Z
openfema-36,FemaRegions,hash,Hash,MD5 Hash of the fields and values of the record,string,11,1,79992fcff2872ffe42c9475a9e75701d,2019-11-22T00:11:54.148Z
openfema-33,MissionAssignments,projectedCompletionDate,Projected Completion Date,Estimated end of the mission. Subject to revision.,date,20,1,e3558fb00f50a3ead2e82f4b9507f8a2,2019-11-22T00:11:54.092Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,city,City,City where the property is located,string,7,2,6c8f8734801c1ed7389f2cfbf6b5a563,2019-11-22T00:11:54.149Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster. For more information on the disaster process, https://www.fema.gov",number,1,2,6a102c23b5d231368de074fb3d23d1b6,2019-11-22T00:11:54.149Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,countyCode,County Code,"FIPS code uniquely identifying the primary county (e.g., 011 represents Broward) associated with the project. Note, the County Code field may not reflect the individual county the property is located as projects can be associated with more than one county (see the Project Counties field) and are often reported as Statewide (e.g., 000 represents Statewide)",string,5,2,5db9678567d92103202f64de83e4573d,2019-11-22T00:11:54.150Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,region,Region,Number (1-10) used to represent the Region associated with the project,number,2,2,e8ce2a404f9c84e6e43889bc0d9394e1,2019-11-22T00:11:54.149Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,state,State,"Full name of the U.S. states, districts, and territories (e.g., Virginia) associated with the project",string,4,2,4e8e8f6121732301fd8b1fd4c64e6ef6,2019-11-22T00:11:54.149Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,structureType,Structure Type,"Type of structure such as 2-4 Family, Manufactured Home, Multi-Family Dwelling - 5 or More Units, Non-residential - Private, Non-residential - Public, Single Family, Vacant Land, and Other",string,11,2,9429e56c9ea7b0f38619ac759065999c,2019-11-22T00:11:54.150Z
openfema-33,MissionAssignments,stateCostShareAmt,State Cost Share Amount,Dollar amount of the cost for which the state or tribal government is responsible,number,16,1,7653403618a3ff4648ac9785e683e1a0,2019-11-22T00:11:54.093Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,county,County,"Full name of the primary county (e.g., Broward) associated with the project. Note, the County field may not reflect the individual county the property is located as projects can be associated with more than one county",string,6,2,68f3593fe3bf7f2a50c5b20eaf5cef0d,2019-11-22T00:11:54.150Z
openfema-36,FemaRegions,zipCode,Zip Code,Zip code of the FEMA Region Headquarters office,string,6,1,1c15b729f7ec41faf450bb714385f894,2019-11-22T00:11:54.160Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,projectIdentifier,Project Identifier,"Single-value identifier that uniquely identifies a project. Disaster-based projects use the convention of DR-disaster number-project number-suffix (e.g., DR-1761-0001-M) while non-disaster projects use the unique project number (e.g., FMA-PJ-10-WA-2017-006)",string,9,2,1d8bf77f13808761c5d9ae94a2aba628,2019-11-22T00:11:54.151Z
openfema-33,MissionAssignments,id,ID,Unique ID assigned to the record,number,24,1,05fa53807aa28c67751f11f166a95da5,2019-11-22T00:11:54.161Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,typeOfResidency,Type Of Residency,"Primary function of residence such as Primary, Rental, Secondary",string,12,2,23a937aec726e848ce7f377ac76e9081,2019-11-22T00:11:54.151Z
openfema-33,MissionAssignments,obligationAmount,Obligation Amount,Total dollars amount obligated,number,19,1,9d0d314d91add6a483bf4edcd1046686,2019-11-22T00:11:54.092Z
openfema-36,FemaRegions,loc,Location,Geolocation of the FEMA Region Headquarters,Point,8,1,e9434e1f28b384e5ea714b2d573904f3,2019-11-22T00:11:54.151Z
openfema-36,FemaRegions,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,10,1,55fdfda81bfa91bc061e3a2817ccf0d4,2019-11-22T00:11:54.150Z
openfema-36,FemaRegions,address,Address,Address location of the FEMA Region Headquarters office,string,3,1,3540552cb44499b6d5a92f6620c79d1f,2019-11-22T00:11:54.160Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,hash,Hash,MD5 hash of fields and values of the record,string ,12,1,2236fe5e298860833bd22de7ee22e42a,2019-11-22T00:11:54.092Z
openfema-36,FemaRegions,states,States,A list of states that encompass the region,stringArray,7,1,41af73b54dee559c4b4f6da3a2e30709,2019-11-22T00:11:54.160Z
openfema-36,FemaRegions,state,State,State where the FEMA Region Headquarters office is located,string,5,1,e02cfe3aaae375f18d08277b8db51bf2,2019-11-22T00:11:54.148Z
openfema-36,FemaRegions,name,Name,The name of the FEMA Region Headquarters,string,1,1,9b0636865cd12b10c5fac91ecb230341,2019-11-22T00:11:54.160Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,stateNumberCode,State Number Code,"FIPS code corresponding to the U.S. states, districts, and territories (e.g., 51 represents Virginia/VA) associated with the project",string,3,2,8f9009fa75a15c778ac41c44934555c3,2019-11-22T00:11:54.161Z
openfema-30,HazardMitigationGrantProgramDisasterSummaries,obligatedSubgranteeAdmin,Obligated Subgrantee Admin,"Total amount obligated for Subrecipient/Subgrantee administrative costs in dollars. Administrative costs are provided to the Subrecipient/Subgrantee for the preparation of applications, quarterly reports, audits, related field inspections, recordkeeping, and the filing of reimbursement claims to the Recipient/Grantee. Administrative costs only apply to disasters declared prior to November 13, 2007",number,11,1,3c99eabaa9d71848f8f2a5fd4df01e57,2019-11-22T00:11:54.091Z
openfema-36,FemaRegions,region,Region,The Region number,number,2,1,15eaa8a00879d4bf8078a6f33db00ade,2019-11-22T00:11:54.160Z
openfema-33,MissionAssignments,dateRequested,Date Requested,Date a State or Tribe requested assistance,date,12,1,0e323c1ee99b7652b7f2fc710faf2b88,2019-11-22T00:11:54.093Z
openfema-33,MissionAssignments,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster.  For more information on the disaster process, https://www.fema.gov",number,5,1,65a5241e5a0467ea11ba924bf0b98e4d,2019-11-22T00:11:54.091Z
openfema-36,FemaRegions,geometry,Geometry,Polygon coordinates of the states that the region encompasses,Polygon,9,1,b04b4f65d7d9cfb1fe6425ff894b5676,2019-11-22T00:11:54.151Z
openfema-33,MissionAssignments,agency,Agency,Name of the entity requesting assistance,string,7,1,8091844e2338a6f5742d89def4000ce4,2019-11-22T00:11:54.092Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,propertyAction,Property Action,"Indicates the mitigation measures performed at the property such as Acquisition, Elevation, Floodproofed, Relocation, Safe Room/Wind Shelter, Seismic Retrofit, Wildfire Retrofit, Wind Retrofit, and Other",string,10,2,f372ddba5bdebc27450568725fb01101,2019-11-22T00:11:54.151Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,dateInitiallyApproved,Date Initially Approved,"Date the project was initially approved by FEMA. For HMGP projects, this date is based on the Regional Director's signature date for the first amendment that was approved",date,15,2,97ee69cb8214abf10e85e34c66009893,2019-11-22T00:11:54.202Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,numberOfProperties,Number Of Properties,Number of properties meeting this criteria,number,22,2,c0e4f910e64a3dca8e56f56a0c5c584f,2019-11-22T00:11:54.204Z
openfema-37,HazardMitigationAssistanceMitigatedProperties,subgranteeTribalIndicator,Subgrantee Tribal Indicator,Indicates if the subgrantee (subrecipient) is Tribal,boolean,26,2,3c50bc66fdb1907d738c1f9b491c5b67,2019-11-22T00:11:54.209Z
